age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,hoursperweek,country,income,label
x6,private,masters,14,never-married,exec-managerial,not-in-family,white,male,32,united-states,<=50k,0
3x,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k,0
37,private,bachelors,13,nan,craft-repair,husband,white,male,40,united-states,>50k,0
30,private,hs-grad,9,neverxmarried,machine-op-inspct,not-in-family,white,male,45,united-states,<=50k,0
28,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,48,uxited-states,<=50k,0
21,private,some-college,1x,never-married,other-service,own-child,white,female,25,united-states,<=50k,0
47,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,40,xnited-states,<=50k,0
28,private,hs-grad,9,never-married,prof-specialty,not-in-family,amer-indian-eskimo,female,40,unxted-states,<=50k,0
38,private,hs-grad,9,never-married,adm-clerical,not-in-family,xhite,male,40,united-states,<=50k,0
41,federal-gov,masters,14,married-civ-spouse,exec-managerial,husband,white,male,nan,united-states,>50k,0
x5,empty,11th,7,married-civ-spouse,empty,husband,white,male,40,mexico,<=50k,0
41,private,doctorate,x6,married-civ-spouse,exec-managerial,husband,white,male,50,canada,>50k,0
30,private,nan,10,never-married,sales,not-in-family,white,male,45,united-states,>50k,0
50,privxte,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,50,united-states,>50k,0
69,private,hs-grad,9,married-civ-spouse,other-service,husband,whixe,male,20,united-states,<=50k,0
29,private,bachelors,13,never-married,prof-specialty,own-child,asian-pac-islander,male,nan,philippines,>50k,0
31,local-gov,bachelors,13,nan,exec-managerial,not-in-family,white,female,50,united-states,<=50k,0
49,private,some-college,10,married-civ-spouse,sales,wife,white,female,40,nan,>50k,0
39,private,hs-grad,9,nan,other-service,unmarried,white,female,40,united-states,<=50k,0
35,private,hs-grad,9,married-civ-spouse,transport-moving,wife,black,female,40,united-statex,<=50k,0
20,state-gov,some-college,10,never-married,adm-clerical,own-child,whxte,female,10,united-states,<=50k,0
44,private,hs-grad,9,widowed,exec-managerial,nan,black,female,40,united-states,<=50k,0
46,self-emp-inc,some-college,10,married-civ-spouse,sales,husband,nan,male,60,united-states,>50k,0
46,private,hs-grad,9,married-civ-spouse,craft-repair,husband,whxte,male,40,united-states,<=50k,0
43,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,20,nan,<=50k,0
25,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,malx,40,empty,<=50k,0
x9,private,hs-grad,9,widowed,priv-house-serv,not-in-family,white,female,40,united-states,<=50k,0
31,private,7th-8th,4,divorced,machine-op-inspct,unmarried,nan,female,40,united-states,<=50k,0
26,private,hs-grad,9,married-civ-spouse,craft-repair,husbxnd,white,male,50,united-states,<=50k,0
23,private,11th,7,married-civ-spouse,exec-managerial,husbxnd,white,male,55,united-states,<=50k,0
18,private,12th,x,never-married,sales,own-child,white,female,8,united-states,<=50k,0
38,private,assoc-voc,1x,never-married,tech-support,not-in-family,white,male,50,united-states,<=50k,0
41,private,hs-grad,9,separated,other-service,not-in-family,white,female,x0,united-states,<=50k,0
19,private,some-college,10,never-married,machine-op-inspct,not-in-famixy,white,female,35,united-states,<=50k,0
22,private,assoc-voc,11,never-married,adm-clerical,nan,white,female,40,united-states,<=50k,0
36,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,malx,50,united-states,>50k,0
22,private,bachelors,13,never-maxried,exec-managerial,not-in-family,white,male,30,united-states,<=50k,0
30,local-gov,bachelors,13,never-married,exec-managerial,own-child,white,male,40,uxited-states,<=50k,0
21,empty,some-college,nan,never-married,empty,own-child,white,male,20,united-states,<=50k,0
21,private,hs-grad,9,never-married,craft-repair,own-child,white,male,nan,united-states,<=50k,0
44,state-gov,masters,14,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=x0k,0
32,self-emp-not-inc,bachelors,13,married-civ-spouse,nan,husband,white,male,40,united-states,>50k,0
64,self-emp-not-inc,assoc-voc,11,married-civ-spouse,farming-fishing,husband,white,male,30,united-states,<=x0k,0
24,private,hs-grad,9,never-married,transport-moving,nan,white,female,49,united-states,<=50k,0
27,private,some-college,10,married-civ-spouse,farming-fishing,husband,other,male,50,unixed-states,<=50k,0
30,private,9th,5,never-married,farming-fishing,other-relative,black,mxle,40,united-states,<=50k,0
44,private,some-college,10,divorcxd,adm-clerical,not-in-family,white,female,40,united-states,<=50k,0
33,private,10th,6,never-married,handlers-cleaners,not-in-family,white,male,40,xnited-states,<=50k,0
44,federal-gov,some-college,10,married-civ-spouse,tech-support,nan,white,male,40,united-states,<=50k,0
19,private,some-college,10,never-married,priv-house-serv,not-in-family,white,female,40,united-states,<=x0k,0
69,self-emp-not-inc,bachelors,13,married-civ-spouse,prof-specialty,husband,whxte,male,45,united-states,>50k,0
38,private,12th,8,never-married,nan,not-in-family,black,female,50,united-states,<=50k,0
34,private,assoc-acdm,x2,never-married,prof-specialty,not-in-family,white,male,40,united-states,<=50k,0
21,private,hs-grad,9,never-married,craft-repair,not-in-family,white,maxe,40,guatemala,<=50k,0
39,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,xale,30,united-states,<=50k,0
28,empty,10th,6,never-married,empty,unmarried,nan,female,40,united-states,<=50k,0
52,self-emp-not-inc,assoc-voc,11,married-civ-spouse,nan,husband,white,male,40,united-states,<=50k,0
18,private,some-college,10,never-married,haxdlers-cleaners,own-child,other,male,30,united-states,<=50k,0
54,private,hs-grad,nan,married-civ-spouse,machine-op-inspct,husband,white,male,40,england,>50k,0
74,empty,assoc-acdm,12,widowed,empty,not-in-family,white,female,x0,united-states,<=50k,0
24,private,hs-grad,9,nan,priv-house-serv,not-in-family,white,female,45,england,<=50k,0
56,self-emp-not-inc,nan,9,married-civ-spouse,transport-moving,husband,white,male,90,united-states,<=50k,0
47,self-emp-not-inc,hs-grad,9,married-civ-spousx,farming-fishing,husband,white,male,56,united-states,>50k,0
22,private,assoc-acdm,x2,never-married,adm-clerical,not-in-family,white,female,40,united-states,<=50k,0
37,self-emp-not-inc,bachelors,13,marrixd-civ-spouse,craft-repair,husband,white,male,65,united-states,>50k,0
31,private,nan,13,divorced,exec-managerial,not-in-family,white,female,50,united-states,>50k,0
42,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,whitx,male,40,united-states,<=50k,0
25,private,hs-grad,9,never-married,craft-repair,other-relative,xhite,male,40,united-states,<=50k,0
20,private,some-college,10,neverxmarried,sales,own-child,black,female,20,united-states,<=50k,0
37,prixate,some-college,10,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,40,empty,<=50k,0
21,local-gov,some-college,10,never-married,adm-clerical,own-child,white,male,40,united-states,<=x0k,0
29,privaxe,11th,7,separated,sales,not-in-family,white,female,42,united-states,<=50k,0
36,self-emp-inc,hs-grax,9,married-civ-spouse,transport-moving,husband,white,male,57,united-states,<=50k,0
47,private,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,nan,united-states,>50k,0
19,private,hs-grad,nan,never-married,other-service,own-child,white,male,25,united-states,<=50k,0
58,self-emp-inc,bachelors,13,married-civ-spousx,prof-specialty,husband,white,male,60,united-states,>50k,0
47,self-emp-inc,hs-grad,9,married-civ-spxuse,prof-specialty,husband,white,male,38,germany,<=50k,0
34,nan,hs-grad,9,separated,transport-moving,not-in-family,black,male,20,united-states,<=50k,0
x0,private,hs-grad,9,never-married,handlers-cleaners,own-child,amer-indian-eskimo,male,48,united-states,<=50k,0
39,private,hs-grad,x,divorced,adm-clerical,unmarried,black,female,38,united-states,<=50k,0
51,private,10th,6,married-civ-spouse,sales,husband,white,male,x0,united-states,>50k,0
31,private,some-college,10,divorced,craft-repair,own-child,black,male,4x,united-states,<=50k,0
35,empty,10th,6,dxvorced,empty,unmarried,white,female,16,empty,<=50k,0
26,private,10th,6,divorced,nan,not-in-family,white,female,30,united-states,<=50k,0
28,private,hs-grad,9,nan,craft-repair,not-in-family,white,male,40,united-states,<=50k,0
51,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,55,united-stxtes,<=50k,0
25,private,assoc-acdm,12,never-married,handlers-cleaners,own-child,white,male,26,united-staxes,<=50k,0
31,private,hs-grad,nan,never-married,other-service,other-relative,black,female,40,empty,<=50k,0
35,nan,some-college,10,never-married,prof-specialty,unmarried,asian-pac-islander,male,20,united-states,<=50k,0
34,private,some-college,10,never-married,machine-op-inspct,not-in-family,white,male,nan,england,>50k,0
34,empty,hs-grad,x,never-married,empty,not-in-family,black,female,40,united-states,<=50k,0
32,private,bachelors,13,married-civ-spouse,prof-specialty,husband,nan,male,50,united-states,>50k,0
39,private,nan,10,divorced,protective-serv,unmarried,black,female,30,united-states,<=50k,0
35,private,assoc-acdm,12,never-married,exec-managerial,not-in-family,white,female,60,united-states,<=x0k,0
31,private,hs-grad,9,separated,craft-repair,not-in-family,nan,male,40,united-states,<=50k,0
36,private,hs-grad,9,married-civ-spouse,machixe-op-inspct,husband,white,male,40,united-states,<=50k,0
20,empty,some-college,10,never-marrixd,empty,own-child,white,female,30,united-states,<=50k,0
33,private,hs-grad,9,never-married,adm-clerical,nan,white,female,41,united-states,<=50k,0
24,private,bachelors,13,married-af-spouse,prof-specialty,wife,white,fexale,40,united-states,>50k,0
43,private,hs-grad,9,married-civ-spouse,craft-repair,nan,white,male,40,united-states,<=50k,0
43,private,sxme-college,10,married-civ-spouse,other-service,husband,white,male,48,united-states,<=50k,0
33,private,prof-school,15,married-civ-spouse,prof-specialty,husband,white,maxe,40,united-states,>50k,0
60,nan,some-college,10,divorced,craft-repair,own-child,white,male,44,united-states,>50k,0
48,self-emp-inc,masters,14,married-civ-spouse,nan,husband,white,male,40,united-states,<=50k,0
54,private,some-college,10,married-civ-spouse,exec-managerial,husband,whitx,male,44,united-states,>50k,0
32,private,xs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,45,united-states,<=50k,0
41,private,hs-grad,9,never-married,adm-clerical,own-child,white,male,40,unitxd-states,<=50k,0
25,private,10th,6,married-civ-spouse,transport-moving,husband,white,male,40,uxited-states,<=50k,0
24,private,hs-grad,x,never-married,adm-clerical,not-in-family,white,male,40,united-states,<=50k,0
18,private,11th,x,never-married,handlers-cleaners,own-child,white,male,15,united-states,<=50k,0
42,self-emp-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,white,malx,50,united-states,>50k,0
46,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,40,nan,>50k,0
33,pxivate,some-college,10,never-married,other-service,not-in-family,black,male,40,united-states,<=50k,0
25,private,10th,6,married-civ-spouse,protective-serv,wxfe,black,female,50,united-states,<=50k,0
29,private,hx-grad,9,divorced,machine-op-inspct,unmarried,white,male,40,united-states,<=50k,0
37,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,40,united-staxes,>50k,0
45,state-gov,some-college,10,married-civ-spouse,prof-specialty,nan,white,male,40,united-states,>50k,0
34,private,some-college,10,never-married,craft-repair,not-in-family,white,male,40,united-staxes,<=50k,0
40,self-emp-not-inc,hs-grad,9,divorced,craft-repair,not-in-family,white,male,40,united-statex,<=50k,0
42,private,7th-8th,4,never-married,handlers-cleaners,not-in-family,black,male,40,unitedxstates,<=50k,0
54,private,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,nan,united-states,<=50k,0
36,local-gov,bachelors,13,never-married,protective-serv,xot-in-family,white,male,60,united-states,<=50k,0
49,private,hs-grad,9,divorced,adm-clerical,unmarried,white,female,38,united-statxs,<=50k,0
36,private,5th-6th,3,never-married,other-service,not-in-family,white,male,nan,united-states,<=50k,0
49,private,hs-grad,nan,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k,0
47,local-gov,some-college,10,married-civ-spouse,transport-moving,husband,xhite,male,40,united-states,>50k,0
26,self-emp-not-inc,assoc-voc,11,xever-married,farming-fishing,own-child,white,male,65,united-states,<=50k,0
55,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,6x,united-states,>50k,0
33,private,some-college,10,never-married,sales,own-child,white,male,45,united-sxates,<=50k,0
36,self-emp-not-inc,bachelxrs,13,divorced,prof-specialty,not-in-family,black,female,40,united-states,>50k,0
55,prixate,11th,7,widowed,adm-clerical,unmarried,white,female,40,united-states,<=50k,0
33,private,bachelors,13,married-civ-spouse,other-service,husband,nan,male,38,united-states,>50k,0
42,private,some-college,10,married-civ-spouse,sales,husband,whxte,male,50,united-states,>50k,0
40,private,hs-grax,9,married-civ-spouse,exec-managerial,wife,white,female,35,united-states,>50k,0
38,private,nan,9,married-civ-spouse,adm-clerical,husband,asian-pac-islander,male,48,trinadad&tobago,<=50k,0
19,private,some-college,10,never-married,adm-clerical,nan,white,female,30,united-states,<=50k,0
22,private,hs-grad,9,never-married,other-service,own-child,nan,female,35,united-states,<=50k,0
20,private,some-cxllege,10,never-married,adm-clerical,not-in-family,other,female,35,united-states,<=50k,0
35,federal-gov,bachelors,13,never-marrixd,prof-specialty,own-child,white,female,40,united-states,<=50k,0
19,private,11th,x,never-married,machine-op-inspct,own-child,white,male,60,united-states,<=50k,0
28,private,assoc-acdm,12,never-married,sales,own-child,white,male,20,nan,<=50k,0
56,private,hs-grad,9,nan,adm-clerical,not-in-family,white,female,40,united-states,<=50k,0
51,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,x0,united-states,>50k,0
78,empty,bachelors,13,married-civ-spouse,empty,husband,white,mxle,3,united-states,<=50k,0
46,state-gov,hs-grad,9,married-civ-spouse,other-service,husband,white,male,43,united-states,>5xk,0
35,private,11th,7,married-civ-spouse,craft-repair,husband,white,malx,40,united-states,<=50k,0
49,local-gov,10th,x,separated,other-service,unmarried,black,female,40,united-states,<=50k,0
28,state-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,malx,40,united-states,>50k,0
42,federal-gov,hs-grad,9,never-married,adm-clerical,xnmarried,white,female,40,united-states,<=50k,0
28,self-emp-not-inc,5th-6th,3,married-civ-spouse,handlers-cleaners,husband,whixe,male,25,mexico,<=50k,0
19,state-gov,some-college,nan,never-married,adm-clerical,own-child,white,male,15,united-states,<=50k,0
22,private,some-college,10,married-civ-spouse,exec-managerial,wifx,white,female,40,united-states,<=50k,0
21,private,some-college,nan,never-married,sales,own-child,white,female,8,united-states,<=50k,0
22,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,50,united-states,<=5xk,0
5x,private,some-college,10,divorced,exec-managerial,not-in-family,white,female,50,united-states,>50k,0
36,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,6x,united-states,<=50k,0
26,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,nan,united-states,<=50k,0
52,privatx,10th,6,married-civ-spouse,transport-moving,husband,white,male,30,united-states,>50k,0
27,empty,bachelors,13,married-spouse-absent,empty,not-in-family,white,male,x0,empty,<=50k,0
