age,workclass,fnlwgt,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,income,label
51,local-gov,35211,hs-grad,9,married-civ-spouse,transport-moving,husband,amer-indian-eskimo,male,0,0,40,united-states,<=50k,1
20,private,117244,hs-grad,9,never-married,machine-op-inspct,unmarried,white,female,0,0,45,united-states,<=50k,1
57,private,194850,some-college,10,married-civ-spouse,other-service,husband,other,male,0,0,40,mexico,<=50k,1
19,private,144911,some-college,10,never-married,other-service,own-child,white,male,0,0,20,united-states,<=50k,1
55,private,101338,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
60,private,148522,some-college,10,married-civ-spouse,craft-repair,husband,amer-indian-eskimo,male,0,0,40,united-states,<=50k,1
35,private,166606,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,<=50k,1
20,private,229414,hs-grad,9,never-married,machine-op-inspct,own-child,white,female,0,0,30,united-states,<=50k,1
34,local-gov,209213,bachelors,13,never-married,prof-specialty,other-relative,black,male,0,0,15,united-states,<=50k,1
27,private,302406,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,55,united-states,<=50k,1
37,self-emp-not-inc,29054,assoc-voc,11,never-married,farming-fishing,own-child,white,male,0,0,84,united-states,<=50k,1
73,self-emp-not-inc,336007,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,1
36,local-gov,101481,hs-grad,9,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50k,1
54,self-emp-not-inc,46704,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,60,united-states,>50k,1
49,private,233639,11th,7,married-civ-spouse,other-service,husband,white,male,0,0,50,united-states,<=50k,1
68,local-gov,31725,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,<=50k,1
30,private,293512,assoc-voc,11,never-married,prof-specialty,not-in-family,black,male,0,0,40,united-states,<=50k,1
28,private,375655,bachelors,13,never-married,sales,unmarried,white,male,0,0,50,united-states,<=50k,1
28,private,105817,11th,7,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k,1
25,local-gov,203408,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k,1
26,private,162302,some-college,10,never-married,machine-op-inspct,not-in-family,asian-pac-islander,male,0,0,40,philippines,<=50k,1
40,private,163455,some-college,10,married-civ-spouse,tech-support,husband,white,male,0,0,55,united-states,>50k,1
32,local-gov,100135,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,1
60,empty,41517,11th,7,married-spouse-absent,empty,unmarried,black,female,0,0,20,united-states,<=50k,1
18,private,102182,12th,8,never-married,priv-house-serv,not-in-family,white,female,0,0,30,united-states,<=50k,1
36,private,414683,bachelors,13,married-civ-spouse,prof-specialty,husband,black,male,0,0,40,united-states,<=50k,1
26,private,194352,bachelors,13,never-married,prof-specialty,own-child,white,female,0,0,40,united-states,<=50k,1
24,private,194096,hs-grad,9,never-married,prof-specialty,own-child,white,female,0,0,45,united-states,<=50k,1
20,private,215495,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,40,mexico,<=50k,1
27,private,164607,bachelors,13,separated,tech-support,own-child,white,male,0,0,50,united-states,<=50k,1
58,local-gov,34878,bachelors,13,divorced,prof-specialty,not-in-family,white,female,0,0,50,united-states,<=50k,1
28,private,22422,hs-grad,9,never-married,exec-managerial,not-in-family,white,male,0,0,40,united-states,<=50k,1
36,local-gov,178222,bachelors,13,divorced,prof-specialty,not-in-family,white,female,0,0,60,united-states,<=50k,1
45,local-gov,56841,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,1
23,private,300275,hs-grad,9,never-married,sales,not-in-family,white,male,0,0,48,united-states,<=50k,1
69,local-gov,197288,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,35,united-states,<=50k,1
58,self-emp-not-inc,157786,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k,1
22,private,110684,hs-grad,9,never-married,adm-clerical,own-child,white,male,0,0,20,united-states,<=50k,1
58,self-emp-not-inc,140729,bachelors,13,married-civ-spouse,farming-fishing,husband,white,male,0,0,35,united-states,<=50k,1
53,federal-gov,90127,some-college,10,married-civ-spouse,protective-serv,husband,white,male,0,0,60,united-states,>50k,1
44,self-emp-inc,37997,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,60,united-states,<=50k,1
31,private,61308,10th,6,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50k,1
46,private,171199,bachelors,13,divorced,machine-op-inspct,unmarried,other,female,0,0,40,puerto-rico,<=50k,1
48,private,128432,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k,1
46,federal-gov,195023,some-college,10,separated,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,1
43,private,171888,some-college,10,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,1
17,self-emp-inc,183784,10th,6,never-married,sales,own-child,white,male,0,0,15,united-states,<=50k,1
20,private,219262,some-college,10,never-married,sales,own-child,white,male,0,0,40,united-states,<=50k,1
22,private,71379,some-college,10,never-married,prof-specialty,not-in-family,white,female,0,0,35,united-states,<=50k,1
19,empty,234519,some-college,10,never-married,empty,own-child,white,male,0,0,35,united-states,<=50k,1
35,private,96824,some-college,10,divorced,other-service,unmarried,white,female,0,0,40,united-states,<=50k,1
29,private,242597,bachelors,13,never-married,tech-support,not-in-family,white,male,0,0,40,united-states,<=50k,1
18,empty,127388,some-college,10,never-married,empty,own-child,white,female,0,0,40,united-states,<=50k,1
25,private,204536,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,35,united-states,<=50k,1
54,private,143804,10th,6,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,1
23,private,80680,some-college,10,married-civ-spouse,sales,own-child,white,female,0,0,16,united-states,<=50k,1
36,private,301227,5th-6th,3,separated,priv-house-serv,unmarried,other,female,0,0,35,mexico,<=50k,1
26,self-emp-not-inc,201930,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50k,1
25,local-gov,176616,hs-grad,9,never-married,other-service,own-child,white,male,0,0,40,united-states,<=50k,1
46,private,353219,9th,5,divorced,other-service,unmarried,white,female,0,0,40,united-states,<=50k,1
41,private,126076,some-college,10,divorced,craft-repair,not-in-family,white,female,0,0,50,united-states,<=50k,1
31,private,156493,hs-grad,9,never-married,prof-specialty,own-child,white,male,0,0,40,united-states,<=50k,1
48,federal-gov,435503,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k,1
52,self-emp-inc,561489,masters,14,divorced,exec-managerial,not-in-family,black,female,0,0,50,united-states,<=50k,1
22,federal-gov,100345,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,43,united-states,<=50k,1
18,private,36275,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,25,united-states,<=50k,1
46,private,110794,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,1
34,local-gov,143766,some-college,10,never-married,protective-serv,own-child,white,male,0,0,40,united-states,<=50k,1
30,federal-gov,76313,hs-grad,9,married-civ-spouse,armed-forces,other-relative,amer-indian-eskimo,male,0,0,48,united-states,<=50k,1
31,private,121308,11th,7,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50k,1
21,private,216672,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
30,state-gov,158291,bachelors,13,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50k,1
21,private,455361,9th,5,never-married,other-service,unmarried,white,male,0,0,35,mexico,<=50k,1
54,private,225307,11th,7,divorced,craft-repair,own-child,white,female,0,0,50,united-states,>50k,1
36,private,286115,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,1
50,private,187830,bachelors,13,never-married,exec-managerial,not-in-family,white,male,0,0,50,united-states,>50k,1
26,private,142506,bachelors,13,never-married,prof-specialty,unmarried,black,female,0,0,35,united-states,<=50k,1
47,local-gov,148576,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,35,united-states,<=50k,1
36,private,185325,hs-grad,9,never-married,other-service,own-child,white,male,0,0,37,united-states,<=50k,1
32,self-emp-not-inc,27939,some-college,10,married-civ-spouse,sales,husband,amer-indian-eskimo,male,0,0,60,united-states,<=50k,1
21,private,383603,10th,6,never-married,other-service,not-in-family,white,female,0,0,35,united-states,<=50k,1
30,private,140790,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,<=50k,1
34,private,226629,hs-grad,9,never-married,priv-house-serv,not-in-family,white,female,0,0,40,mexico,<=50k,1
51,private,228516,hs-grad,9,married-spouse-absent,craft-repair,not-in-family,white,male,0,0,45,columbia,<=50k,1
55,self-emp-not-inc,119762,10th,6,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,<=50k,1
43,private,299197,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k,1
37,private,149297,hs-grad,9,never-married,handlers-cleaners,not-in-family,amer-indian-eskimo,male,0,0,30,united-states,<=50k,1
28,local-gov,202558,some-college,10,never-married,exec-managerial,own-child,white,female,0,0,40,united-states,<=50k,1
39,private,175232,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,<=50k,1
35,self-emp-not-inc,157473,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
59,empty,409842,masters,14,married-civ-spouse,empty,husband,white,male,0,0,20,united-states,<=50k,1
26,private,105787,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,36,united-states,<=50k,1
21,private,205838,hs-grad,9,never-married,other-service,own-child,white,male,0,0,37,united-states,<=50k,1
23,private,115326,some-college,10,never-married,sales,own-child,white,female,0,0,20,united-states,<=50k,1
17,private,186890,10th,6,married-civ-spouse,sales,own-child,white,female,0,0,30,united-states,<=50k,1
23,local-gov,304386,hs-grad,9,never-married,other-service,not-in-family,white,female,0,0,40,united-states,<=50k,1
34,private,24529,hs-grad,9,widowed,adm-clerical,unmarried,white,male,0,0,15,united-states,<=50k,1
33,private,183557,assoc-acdm,12,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k,1
31,private,342730,assoc-acdm,12,separated,transport-moving,not-in-family,white,male,0,0,45,united-states,<=50k,1
56,self-emp-not-inc,67841,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,1
21,private,351381,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k,1
26,private,190027,10th,6,divorced,handlers-cleaners,not-in-family,white,female,0,0,30,united-states,<=50k,1
41,private,343944,11th,7,widowed,other-service,unmarried,white,female,0,0,40,united-states,<=50k,1
46,self-emp-inc,110457,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,>50k,1
47,state-gov,72333,hs-grad,9,divorced,adm-clerical,unmarried,asian-pac-islander,female,0,0,40,united-states,<=50k,1
43,self-emp-not-inc,193494,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,>50k,1
35,private,334999,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,<=50k,1
44,self-emp-not-inc,274363,hs-grad,9,divorced,sales,not-in-family,white,male,0,0,50,united-states,<=50k,1
44,private,187720,assoc-voc,11,never-married,craft-repair,unmarried,white,male,0,0,40,united-states,<=50k,1
57,private,104996,some-college,10,never-married,craft-repair,not-in-family,white,male,0,0,42,united-states,<=50k,1
24,private,214555,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k,1
38,private,52963,bachelors,13,never-married,adm-clerical,not-in-family,white,female,0,0,50,united-states,<=50k,1
25,private,75821,some-college,10,never-married,prof-specialty,own-child,white,female,0,0,40,united-states,<=50k,1
33,private,123291,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,84,united-states,>50k,1
50,local-gov,226497,some-college,10,married-civ-spouse,protective-serv,husband,white,male,0,0,52,united-states,>50k,1
36,private,166549,bachelors,13,divorced,adm-clerical,not-in-family,white,male,0,0,55,united-states,>50k,1
27,private,187746,some-college,10,never-married,other-service,own-child,white,female,0,0,40,united-states,<=50k,1
22,private,157145,assoc-voc,11,never-married,craft-repair,own-child,white,male,0,0,50,united-states,<=50k,1
30,private,227551,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,1
90,private,115306,masters,14,never-married,exec-managerial,own-child,white,female,0,0,40,united-states,<=50k,1
39,private,169249,hs-grad,9,separated,other-service,other-relative,black,male,0,0,40,united-states,<=50k,1
34,state-gov,221966,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,45,united-states,<=50k,1
39,private,224566,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,>50k,1
19,private,28119,some-college,10,never-married,other-service,own-child,white,female,0,0,4,united-states,<=50k,1
19,private,323810,10th,6,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,1
29,private,210498,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
38,private,161141,some-college,10,married-civ-spouse,tech-support,husband,white,male,0,0,45,united-states,<=50k,1
44,private,210534,5th-6th,3,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,mexico,<=50k,1
34,self-emp-not-inc,112650,7th-8th,4,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k,1
35,state-gov,318891,assoc-acdm,12,widowed,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k,1
29,local-gov,375655,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50k,1
22,private,228465,hs-grad,9,married-civ-spouse,transport-moving,husband,black,male,0,0,40,united-states,<=50k,1
33,empty,102130,some-college,10,never-married,empty,own-child,white,male,0,0,40,united-states,<=50k,1
41,private,34037,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50k,1
27,self-emp-not-inc,116613,some-college,10,married-civ-spouse,other-service,wife,white,female,0,0,50,united-states,<=50k,1
25,private,175540,hs-grad,9,never-married,adm-clerical,not-in-family,white,male,0,0,50,united-states,<=50k,1
36,private,176634,bachelors,13,married-civ-spouse,sales,wife,white,female,0,0,35,united-states,>50k,1
36,private,209993,1st-4th,2,widowed,other-service,other-relative,white,female,0,0,20,mexico,<=50k,1
25,local-gov,206002,hs-grad,9,divorced,tech-support,unmarried,white,female,0,0,40,united-states,<=50k,1
37,private,201259,11th,7,divorced,transport-moving,not-in-family,white,male,0,0,65,united-states,<=50k,1
26,local-gov,202286,bachelors,13,never-married,tech-support,own-child,white,male,0,0,40,united-states,<=50k,1
36,local-gov,578377,masters,14,married-civ-spouse,prof-specialty,wife,white,female,0,0,40,united-states,<=50k,1
53,local-gov,324021,some-college,10,divorced,other-service,not-in-family,white,female,0,0,40,united-states,<=50k,1
37,self-emp-not-inc,107737,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50k,1
41,state-gov,129865,hs-grad,9,divorced,craft-repair,unmarried,white,male,0,0,40,united-states,<=50k,1
53,private,103586,bachelors,13,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,55,united-states,<=50k,1
